

TradeStation Trades List

#,Type,Date/Time,Signal,Price,Roll Over Pips,Shares/Ctrts - Profit/Loss,Net Profit - Cum Net Profit,% Profit,Run-up/Drawdown,Efficiency,Total Eff.,Comm.,Slippage

,Sell,7/15/2025 09:00,% Trailing Stop,$23680.75,,$284.00,$27663.10,,($97.50),97.32%,72.45%,$0.35,$0.50
923,Buy,7/17/2025 13:00,BO_Long,$23742.75,$0.00,1,$279.80,0.59%,$294.00,65.04%,,$0.35,$0.50
,Sell,7/21/2025 11:00,% Trailing Stop,$23883.50,,$281.50,$27942.90,,($158.00),97.23%,62.28%,$0.35,$0.50
924,Buy,7/21/2025 13:00,BO_Long,$23879.25,$0.00,1,($251.70),-0.52%,$76.00,23.31%,,$0.35,$0.50
,Sell,7/22/2025 09:00,PosRiskLX,$23754.25,,($250.00),$27691.20,,($250.00),0.00%,-76.69%,$0.35,$0.50
925,Buy,7/23/2025 19:00,BO_Long,$23894.75,$0.00,1,$248.30,0.52%,$313.00,60.42%,,$0.35,$0.50
,Sell,7/27/2025 21:00,% Trailing Stop,$24019.75,,$250.00,$27939.50,,($205.00),87.84%,48.26%,$0.35,$0.50
926,Buy,7/27/2025 23:00,BO_Long,$24035.50,$0.00,1,($106.70),-0.22%,$221.00,51.34%,,$0.35,$0.50
,Sell,7/29/2025 11:00,Trail_LX,$23983.00,,($105.00),$27832.80,,($209.50),24.27%,-24.39%,$0.35,$0.50
927,Buy,7/30/2025 19:00,BO_Long,$24191.75,$0.00,1,$238.30,0.50%,$300.00,93.90%,,$0.35,$0.50
,Sell,7/31/2025 05:00,% Trailing Stop,$24311.75,,$240.00,$28071.10,,($19.50),81.22%,75.12%,$0.35,$0.50
928,Buy,8/8/2025 13:00,BO_Long,$24173.50,$0.00,1,$620.80,1.29%,$778.50,80.76%,,$0.35,$0.50
,Sell,8/13/2025 11:00,% Trailing Stop,$24484.75,,$622.50,$28691.90,,($185.50),83.82%,64.57%,$0.35,$0.50
929,Buy,8/28/2025 05:00,BO_Long,$24125.50,$0.00,1,$273.30,0.57%,$285.50,70.67%,,$0.35,$0.50
,Sell,8/28/2025 15:00,% Trailing Stop,$24263.00,,$275.00,$28965.20,,($118.50),97.40%,68.07%,$0.35,$0.50
930,Buy,8/28/2025 16:00,BO_Long,$24260.00,$0.00,1,($251.70),-0.52%,$16.50,6.19%,,$0.35,$0.50
,Sell,8/29/2025 05:00,PosRiskLX,$24135.00,,($250.00),$28713.50,,($250.00),0.00%,-93.81%,$0.35,$0.50
931,Buy,9/8/2025 13:00,BO_Long,$24366.50,$0.00,1,($251.70),-0.51%,$25.00,9.09%,,$0.35,$0.50
,Sell,9/9/2025 11:00,PosRiskLX,$24241.50,,($250.00),$28461.80,,($250.00),0.00%,-90.91%,$0.35,$0.50
932,Buy,9/9/2025 19:00,BO_Long,$24394.00,$0.00,1,($158.70),-0.32%,$281.50,64.20%,,$0.35,$0.50
,Sell,9/10/2025 15:00,Trail_LX,$24315.50,,($157.00),$28303.10,,($157.00),0.00%,-35.80%,$0.35,$0.50
933,Buy,9/11/2025 11:00,BO_Long,$24472.50,$0.00,1,$286.30,0.59%,$360.50,84.92%,,$0.35,$0.50
,Sell,9/12/2025 15:00,% Trailing Stop,$24616.50,,$288.00,$28589.40,,($64.00),82.92%,67.84%,$0.35,$0.50
934,Buy,9/15/2025 03:00,BO_Long,$24634.75,$0.00,1,$242.30,0.50%,$305.50,71.38%,,$0.35,$0.50
,Sell,9/15/2025 11:00,% Trailing Stop,$24756.75,,$244.00,$28831.70,,($122.50),85.63%,57.01%,$0.35,$0.50
935,Buy,9/15/2025 13:00,BO_Long,$24778.25,$0.00,1,($80.70),-0.16%,$249.00,75.91%,,$0.35,$0.50
,Sell,9/17/2025 05:00,Trail_LX,$24738.75,,($79.00),$28751.00,,($79.00),0.00%,-24.09%,$0.35,$0.50
936,Buy,9/18/2025 01:00,BO_Long,$24892.00,$0.00,1,$285.80,0.58%,$287.50,74.19%,,$0.35,$0.50
,Sell,9/18/2025 11:00,% Trailing Stop,$25035.75,,$287.50,$29036.80,,($100.00),100.00%,74.19%,$0.35,$0.50
937,Buy,9/19/2025 11:00,BO_Long,$25046.75,$0.00,1,$376.30,0.75%,$473.00,74.08%,,$0.35,$0.50
,Sell,9/22/2025 19:00,% Trailing Stop,$25235.75,,$378.00,$29413.10,,($165.50),85.12%,59.20%,$0.35,$0.50
938,Buy,9/23/2025 01:00,BO_Long,$25259.00,$0.00,1,($251.70),-0.49%,$46.50,15.68%,,$0.35,$0.50
,Sell,9/23/2025 13:00,PosRiskLX,$25134.00,,($250.00),$29161.40,,($250.00),0.00%,-84.32%,$0.35,$0.50
939,Buy,9/28/2025 23:00,BO_Long,$25048.75,$0.00,1,$289.80,0.58%,$364.50,96.43%,,$0.35,$0.50
,Sell,9/29/2025 11:00,% Trailing Stop,$25194.50,,$291.50,$29451.20,,($13.50),80.69%,77.12%,$0.35,$0.50
940,Sell Short,9/30/2025 15:00,BO_Short,$25024.50,$0.00,1,($260.20),-0.52%,$13.00,4.28%,,$0.35,$0.50
,Buy to Cover,9/30/2025 16:00,BO_SX,$25153.75,,($258.50),$29191.00,,($290.50),10.54%,-85.17%,$0.35,$0.50
941,Sell Short,10/1/2025 03:00,BO_Short,$25018.00,$0.00,1,$121.30,0.25%,$256.50,94.30%,,$0.35,$0.50
,Buy to Cover,10/1/2025 05:00,Trail_SX,$24956.50,,$123.00,$29312.30,,($15.50),50.92%,45.22%,$0.35,$0.50
942,Buy,10/2/2025 05:00,BO_Long,$25332.75,$0.00,1,($188.70),-0.37%,$240.50,56.26%,,$0.35,$0.50
,Sell,10/3/2025 13:00,Trail_LX,$25239.25,,($187.00),$29123.60,,($187.00),0.00%,-43.74%,$0.35,$0.50
943,Buy,10/6/2025 13:00,BO_Long,$25464.00,$0.00,1,($251.70),-0.49%,$133.50,34.81%,,$0.35,$0.50
,Sell,10/7/2025 11:00,PosRiskLX,$25339.00,,($250.00),$28871.90,,($250.00),0.00%,-65.19%,$0.35,$0.50
944,Buy,10/8/2025 13:00,BO_Long,$25510.75,$0.00,1,($124.70),-0.24%,$276.50,69.21%,,$0.35,$0.50
,Sell,10/9/2025 13:00,Trail_LX,$25449.25,,($123.00),$28747.20,,($123.00),0.00%,-30.79%,$0.35,$0.50
945,Sell Short,10/16/2025 19:00,BO_Short,$25049.75,$0.00,1,$282.30,0.57%,$284.00,68.68%,,$0.35,$0.50
,Buy to Cover,10/17/2025 01:00,% Trailing Stop,$24907.75,,$284.00,$29029.50,,($129.50),100.00%,68.68%,$0.35,$0.50
946,Sell Short,10/17/2025 03:00,BO_Short,$24916.75,$0.00,1,$398.80,0.80%,$461.50,88.41%,,$0.35,$0.50
,Buy to Cover,10/17/2025 05:00,% Trailing Stop,$24716.50,,$400.50,$29428.30,,($60.50),88.31%,76.72%,$0.35,$0.50
947,Buy,10/23/2025 23:00,BO_Long,$25573.75,$0.00,1,$370.30,0.73%,$372.00,92.65%,,$0.35,$0.50
,Sell,10/24/2025 09:00,% Trailing Stop,$25759.75,,$372.00,$29798.60,,($29.50),100.00%,92.65%,$0.35,$0.50
948,Buy,10/24/2025 11:00,BO_Long,$25748.50,$0.00,1,$470.80,0.92%,$472.50,79.75%,,$0.35,$0.50
,Sell,10/26/2025 19:00,% Trailing Stop,$25984.75,,$472.50,$30269.40,,($120.00),100.00%,79.75%,$0.35,$0.50
949,Buy,10/26/2025 21:00,BO_Long,$25973.00,$0.00,1,$492.30,0.95%,$618.00,97.02%,,$0.35,$0.50
,Sell,10/27/2025 21:00,% Trailing Stop,$26220.00,,$494.00,$30761.70,,($19.00),80.53%,77.55%,$0.35,$0.50
950,Buy,10/28/2025 11:00,BO_Long,$26320.75,$0.00,1,$265.80,0.51%,$267.50,69.48%,,$0.35,$0.50
,Sell,10/28/2025 15:00,% Trailing Stop,$26454.50,,$267.50,$31027.50,,($117.50),100.00%,69.48%,$0.35,$0.50
951,Buy,10/28/2025 16:00,BO_Long,$26416.00,$0.00,1,$238.30,0.45%,$300.00,94.04%,,$0.35,$0.50
,Sell,10/29/2025 05:00,% Trailing Stop,$26536.00,,$240.00,$31265.80,,($19.00),81.19%,75.24%,$0.35,$0.50
952,Buy,10/29/2025 11:00,BO_Long,$26574.75,$0.00,1,($251.70),-0.47%,$15.50,5.84%,,$0.35,$0.50
,Sell,10/29/2025 15:00,PosRiskLX,$26449.75,,($250.00),$31014.10,,($250.00),0.00%,-94.16%,$0.35,$0.50
953,Buy,10/30/2025 01:00,BO_Long,$26634.00,$0.00,1,($251.70),-0.47%,$9.50,1.95%,,$0.35,$0.50
,Sell,10/30/2025 03:00,PosRiskLX,$26509.00,,($250.00),$30762.40,,($477.50),46.71%,-51.33%,$0.35,$0.50
954,Sell Short,11/6/2025 13:00,BO_Short,$25476.50,$0.00,1,($221.70),-0.43%,$46.50,13.25%,,$0.35,$0.50
,Buy to Cover,11/6/2025 15:00,PosRiskSX,$25586.50,,($220.00),$30540.70,,($304.50),24.07%,-62.68%,$0.35,$0.50
955,Sell Short,11/7/2025 07:00,BO_Short,$25475.00,$0.00,1,$249.30,0.49%,$314.00,99.21%,,$0.35,$0.50
,Buy to Cover,11/7/2025 09:00,% Trailing Stop,$25349.50,,$251.00,$30790.00,,($2.50),80.09%,79.30%,$0.35,$0.50
956,Sell Short,11/7/2025 11:00,BO_Short,$25262.50,$0.00,1,$474.30,0.94%,$595.00,88.54%,,$0.35,$0.50
,Buy to Cover,11/7/2025 13:00,% Trailing Stop,$25024.50,,$476.00,$31264.30,,($77.00),82.29%,70.83%,$0.35,$0.50
957,Sell Short,11/13/2025 11:00,BO_Short,$25638.00,$0.00,1,$361.30,0.71%,$454.00,66.37%,,$0.35,$0.50
,Buy to Cover,11/13/2025 13:00,% Trailing Stop,$25456.50,,$363.00,$31625.60,,($230.00),86.70%,53.07%,$0.35,$0.50
958,Sell Short,11/13/2025 15:00,BO_Short,$25326.50,$0.00,1,($102.20),-0.20%,$137.00,47.99%,,$0.35,$0.50
,Buy to Cover,11/13/2025 16:00,Trail_SX,$25376.75,,($100.50),$31523.40,,($148.50),16.81%,-35.20%,$0.35,$0.50
959,Sell Short,11/14/2025 01:00,BO_Short,$25292.00,$0.00,1,$30.80,0.06%,$272.00,61.47%,,$0.35,$0.50
,Buy to Cover,11/14/2025 05:00,Trail_SX,$25275.75,,$32.50,$31554.20,,($170.50),45.88%,7.34%,$0.35,$0.50
960,Sell Short,11/14/2025 07:00,BO_Short,$25199.75,$0.00,1,$506.30,1.01%,$547.50,99.91%,,$0.35,$0.50
,Buy to Cover,11/14/2025 09:00,% Trailing Stop,$24945.75,,$508.00,$32060.50,,($0.50),92.79%,92.70%,$0.35,$0.50
961,Sell Short,11/19/2025 01:00,BO_Short,$24778.25,$0.00,1,($191.70),-0.38%,$151.50,44.36%,,$0.35,$0.50
,Buy to Cover,11/19/2025 03:00,PosRiskSX,$24873.25,,($190.00),$31868.80,,($190.00),0.00%,-55.64%,$0.35,$0.50
962,Sell Short,11/20/2025 15:00,BO_Short,$24534.50,$0.00,1,$284.30,0.58%,$286.00,53.66%,,$0.35,$0.50
,Buy to Cover,11/20/2025 15:00,% Trailing Stop,$24391.50,,$286.00,$32153.10,,($247.00),100.00%,53.66%,$0.35,$0.50
963,Sell Short,11/20/2025 16:00,BO_Short,$24393.25,$0.00,1,($179.20),-0.36%,$238.50,57.33%,,$0.35,$0.50
,Buy to Cover,11/20/2025 21:00,Trail_SX,$24482.00,,($177.50),$31973.90,,($177.50),0.00%,-42.67%,$0.35,$0.50
964,Buy,11/28/2025 11:00,BO_Long,$25626.00,$0.00,1,$273.80,0.54%,$275.50,86.50%,,$0.35,$0.50
,Sell,11/30/2025 19:00,% Trailing Stop,$25763.75,,$275.50,$32247.70,,($43.00),100.00%,86.50%,$0.35,$0.50
965,Sell Short,12/1/2025 09:00,BO_Short,$25482.00,$0.00,1,($278.20),-0.54%,$34.00,9.96%,,$0.35,$0.50
,Buy to Cover,12/1/2025 11:00,BO_SX,$25620.25,,($276.50),$31969.50,,($307.50),9.08%,-80.97%,$0.35,$0.50
966,Buy,12/1/2025 15:00,BO_Long,$25742.75,$0.00,1,($251.70),-0.49%,$3.00,1.14%,,$0.35,$0.50
,Sell,12/1/2025 23:00,PosRiskLX,$25617.75,,($250.00),$31717.80,,($260.00),3.80%,-95.06%,$0.35,$0.50
967,Buy,12/2/2025 07:00,BO_Long,$25745.25,$0.00,1,$287.30,0.56%,$289.00,82.10%,,$0.35,$0.50
,Sell,12/2/2025 11:00,% Trailing Stop,$25889.75,,$289.00,$32005.10,,($63.00),100.00%,82.10%,$0.35,$0.50
968,Buy,12/2/2025 16:00,BO_Long,$25856.50,$0.00,1,($251.70),-0.48%,$156.00,38.42%,,$0.35,$0.50
,Sell,12/3/2025 09:00,PosRiskLX,$25731.50,,($250.00),$31753.40,,($250.00),0.00%,-61.58%,$0.35,$0.50
969,Buy,12/5/2025 01:00,BO_Long,$25967.75,$0.00,1,($251.70),-0.48%,$183.00,42.26%,,$0.35,$0.50
,Sell,12/5/2025 09:00,PosRiskLX,$25842.75,,($250.00),$31501.70,,($250.00),0.00%,-57.74%,$0.35,$0.50
970,Buy,12/5/2025 11:00,BO_Long,$26047.00,$0.00,1,($251.70),-0.48%,$153.50,35.41%,,$0.35,$0.50
,Sell,12/5/2025 13:00,PosRiskLX,$25922.00,,($250.00),$31250.00,,($280.00),6.92%,-57.67%,$0.35,$0.50
971,Buy,12/8/2025 01:00,BO_Long,$26055.00,$0.00,1,($251.70),-0.48%,$123.50,33.07%,,$0.35,$0.50
,Sell,12/8/2025 11:00,PosRiskLX,$25930.00,,($250.00),$30998.30,,($250.00),0.00%,-66.93%,$0.35,$0.50
972,Buy,12/10/2025 16:00,BO_Long,$26055.50,$0.00,1,($251.70),-0.48%,$27.50,9.91%,,$0.35,$0.50
,Sell,12/10/2025 19:00,PosRiskLX,$25930.50,,($250.00),$30746.60,,($250.00),0.00%,-90.09%,$0.35,$0.50
973,Buy,12/11/2025 19:00,BO_Long,$25975.50,$0.00,1,($251.70),-0.48%,$28.50,10.23%,,$0.35,$0.50
,Sell,12/12/2025 05:00,PosRiskLX,$25850.50,,($250.00),$30494.90,,($250.00),0.00%,-89.77%,$0.35,$0.50
974,Sell Short,12/15/2025 13:00,BO_Short,$25412.50,$0.00,1,$478.30,0.94%,$600.00,92.59%,,$0.35,$0.50
,Buy to Cover,12/15/2025 23:00,% Trailing Stop,$25172.50,,$480.00,$30973.20,,($48.00),81.48%,74.07%,$0.35,$0.50
975,Sell Short,12/16/2025 03:00,BO_Short,$25133.25,$0.00,1,($143.20),-0.28%,$119.00,43.12%,,$0.35,$0.50
