

TradeStation Trades List

#,Type,Date/Time,Signal,Price,Roll Over Pips,Shares/Ctrts - Profit/Loss,Net Profit - Cum Net Profit,% Profit,Run-up/Drawdown,Efficiency,Total Eff.,Comm.,Slippage

,Buy to Cover,4/11/2022 11:00,% Trailing Stop,$16969.50,,$290.50,$8139.30,,($57.50),100.00%,83.48%,$0.35,$0.50
492,Sell Short,4/11/2022 13:00,BO_Short,$16973.00,$0.00,1,$258.80,0.77%,$326.00,73.92%,,$0.35,$0.50
,Buy to Cover,4/11/2022 23:00,% Trailing Stop,$16842.75,,$260.50,$8398.10,,($115.00),85.15%,59.07%,$0.35,$0.50
493,Sell Short,4/14/2022 16:00,BO_Short,$16792.75,$0.00,1,$261.30,0.78%,$329.00,96.91%,,$0.35,$0.50
,Buy to Cover,4/17/2022 21:00,% Trailing Stop,$16661.25,,$263.00,$8659.40,,($10.50),80.56%,77.47%,$0.35,$0.50
494,Sell Short,4/21/2022 13:00,BO_Short,$16864.25,$0.00,1,$474.80,1.41%,$596.00,93.34%,,$0.35,$0.50
,Buy to Cover,4/21/2022 19:00,% Trailing Stop,$16626.00,,$476.50,$9134.20,,($42.50),81.28%,74.63%,$0.35,$0.50
495,Sell Short,4/21/2022 21:00,BO_Short,$16581.25,$0.00,1,($60.20),-0.18%,$140.00,70.53%,,$0.35,$0.50
,Buy to Cover,4/22/2022 01:00,Trail_SX,$16610.50,,($58.50),$9074.00,,($58.50),0.00%,-29.47%,$0.35,$0.50
496,Sell Short,4/22/2022 13:00,BO_Short,$16412.75,$0.00,1,$357.80,1.10%,$449.50,84.97%,,$0.35,$0.50
,Buy to Cover,4/24/2022 19:00,% Trailing Stop,$16233.00,,$359.50,$9431.80,,($79.50),82.99%,67.96%,$0.35,$0.50
497,Sell Short,4/24/2022 23:00,BO_Short,$16146.50,$0.00,1,($175.70),-0.54%,$95.00,35.32%,,$0.35,$0.50
,Buy to Cover,4/25/2022 03:00,Trail_SX,$16233.50,,($174.00),$9256.10,,($174.00),0.00%,-64.68%,$0.35,$0.50
498,Sell Short,4/26/2022 13:00,BO_Short,$16001.75,$0.00,1,($191.70),-0.59%,$11.00,4.14%,,$0.35,$0.50
,Buy to Cover,4/26/2022 15:00,PosRiskSX,$16096.75,,($190.00),$9064.40,,($254.50),24.29%,-71.56%,$0.35,$0.50
499,Sell Short,4/26/2022 16:00,BO_Short,$15908.50,$0.00,1,$293.80,0.93%,$413.00,92.70%,,$0.35,$0.50
,Buy to Cover,4/26/2022 19:00,% Trailing Stop,$15760.75,,$295.50,$9358.20,,($32.50),73.63%,66.33%,$0.35,$0.50
500,Sell Short,4/29/2022 15:00,BO_Short,$15953.25,$0.00,1,$354.30,1.12%,$445.00,92.13%,,$0.35,$0.50
,Buy to Cover,4/29/2022 16:00,% Trailing Stop,$15775.25,,$356.00,$9712.50,,($38.00),81.57%,73.71%,$0.35,$0.50
501,Sell Short,5/2/2022 09:00,BO_Short,$15683.00,$0.00,1,($292.70),-0.93%,$83.00,17.95%,,$0.35,$0.50
,Buy to Cover,5/2/2022 11:00,Trail_SX,$15828.50,,($291.00),$9419.80,,($379.50),19.14%,-62.92%,$0.35,$0.50
502,Sell Short,5/4/2022 11:00,BO_Short,$15917.25,$0.00,1,$54.80,0.18%,$272.50,93.32%,,$0.35,$0.50
,Buy to Cover,5/4/2022 13:00,Trail_SX,$15889.00,,$56.50,$9474.60,,($19.50),26.03%,19.35%,$0.35,$0.50
503,Sell Short,5/5/2022 13:00,BO_Short,$15740.25,$0.00,1,($36.70),-0.11%,$274.50,52.44%,,$0.35,$0.50
,Buy to Cover,5/5/2022 16:00,Trail_SX,$15757.75,,($35.00),$9437.90,,($249.00),40.88%,-6.69%,$0.35,$0.50
504,Sell Short,5/6/2022 11:00,BO_Short,$15450.25,$0.00,1,($323.20),-1.04%,$18.00,2.33%,,$0.35,$0.50
,Buy to Cover,5/6/2022 13:00,PosRiskSX,$15611.00,,($321.50),$9114.70,,($756.00),56.14%,-41.54%,$0.35,$0.50
505,Sell Short,5/9/2022 05:00,BO_Short,$15435.00,$0.00,1,$307.30,1.00%,$309.00,95.81%,,$0.35,$0.50
,Buy to Cover,5/9/2022 07:00,% Trailing Stop,$15280.50,,$309.00,$9422.00,,($13.50),100.00%,95.81%,$0.35,$0.50
506,Sell Short,5/9/2022 09:00,BO_Short,$15311.50,$0.00,1,$276.80,0.91%,$278.50,49.34%,,$0.35,$0.50
,Buy to Cover,5/9/2022 11:00,% Trailing Stop,$15172.25,,$278.50,$9698.80,,($286.00),100.00%,49.34%,$0.35,$0.50
507,Sell Short,5/9/2022 13:00,BO_Short,$15224.00,$0.00,1,$307.80,1.02%,$309.50,62.27%,,$0.35,$0.50
,Buy to Cover,5/9/2022 15:00,% Trailing Stop,$15069.25,,$309.50,$10006.60,,($187.50),100.00%,62.27%,$0.35,$0.50
508,Sell Short,5/9/2022 16:00,BO_Short,$15096.25,$0.00,1,($97.20),-0.32%,$191.00,63.99%,,$0.35,$0.50
,Buy to Cover,5/9/2022 23:00,Trail_SX,$15144.00,,($95.50),$9909.40,,($107.50),4.02%,-31.99%,$0.35,$0.50
509,Sell Short,5/11/2022 15:00,BO_Short,$14907.25,$0.00,1,$259.30,0.88%,$261.00,45.08%,,$0.35,$0.50
,Buy to Cover,5/12/2022 03:00,% Trailing Stop,$14776.75,,$261.00,$10168.70,,($318.00),100.00%,45.08%,$0.35,$0.50
510,Sell Short,5/12/2022 07:00,BO_Short,$14733.75,$0.00,1,($131.20),-0.44%,$284.00,63.04%,,$0.35,$0.50
,Buy to Cover,5/12/2022 09:00,Trail_SX,$14798.50,,($129.50),$10037.50,,($166.50),8.21%,-28.75%,$0.35,$0.50
511,Sell Short,5/12/2022 15:00,BO_Short,$14639.25,$0.00,1,($417.20),-1.42%,$102.00,19.07%,,$0.35,$0.50
,Buy to Cover,5/12/2022 16:00,BO_SX,$14847.00,,($415.50),$9620.30,,($433.00),3.27%,-77.66%,$0.35,$0.50
512,Sell Short,5/18/2022 13:00,BO_Short,$15018.00,$0.00,1,$256.80,0.86%,$323.50,91.00%,,$0.35,$0.50
,Buy to Cover,5/18/2022 15:00,% Trailing Stop,$14888.75,,$258.50,$9877.10,,($32.00),81.72%,72.71%,$0.35,$0.50
513,Sell Short,5/18/2022 16:00,BO_Short,$14840.00,$0.00,1,$63.30,0.22%,$269.50,92.45%,,$0.35,$0.50
,Buy to Cover,5/18/2022 23:00,Trail_SX,$14807.50,,$65.00,$9940.40,,($22.00),29.85%,22.30%,$0.35,$0.50
514,Sell Short,5/19/2022 05:00,BO_Short,$14712.75,$0.00,1,$17.30,0.06%,$219.00,93.19%,,$0.35,$0.50
,Buy to Cover,5/19/2022 07:00,Trail_SX,$14703.25,,$19.00,$9957.70,,($16.00),14.89%,8.09%,$0.35,$0.50
515,Sell Short,5/24/2022 11:00,BO_Short,$14577.75,$0.00,1,($56.70),-0.19%,$205.00,63.57%,,$0.35,$0.50
,Buy to Cover,5/24/2022 13:00,Trail_SX,$14605.25,,($55.00),$9901.00,,($117.50),19.38%,-17.05%,$0.35,$0.50
516,Buy,5/29/2022 23:00,BO_Long,$15650.50,$0.00,1,($251.70),-0.80%,$262.00,51.17%,,$0.35,$0.50
,Sell,5/31/2022 05:00,PosRiskLX,$15525.50,,($250.00),$9649.30,,($250.00),0.00%,-48.83%,$0.35,$0.50
517,Buy,6/2/2022 15:00,BO_Long,$15730.50,$0.00,1,($251.70),-0.79%,$227.00,47.59%,,$0.35,$0.50
,Sell,6/3/2022 09:00,PosRiskLX,$15605.50,,($250.00),$9397.60,,($250.00),0.00%,-52.41%,$0.35,$0.50
518,Buy,6/8/2022 11:00,BO_Long,$15658.75,$0.00,1,($251.70),-0.80%,$29.50,10.55%,,$0.35,$0.50
,Sell,6/8/2022 13:00,PosRiskLX,$15533.75,,($250.00),$9145.90,,($250.00),0.00%,-89.45%,$0.35,$0.50
519,Sell Short,6/9/2022 13:00,BO_Short,$15468.50,$0.00,1,$435.30,1.41%,$635.00,90.07%,,$0.35,$0.50
,Buy to Cover,6/9/2022 19:00,% Trailing Stop,$15250.00,,$437.00,$9581.20,,($70.00),71.91%,61.99%,$0.35,$0.50
520,Sell Short,6/10/2022 05:00,BO_Short,$15159.75,$0.00,1,($133.70),-0.44%,$14.00,9.59%,,$0.35,$0.50
,Buy to Cover,6/10/2022 09:00,Trail_SX,$15225.75,,($132.00),$9447.50,,($132.00),0.00%,-90.41%,$0.35,$0.50
521,Sell Short,6/10/2022 13:00,BO_Short,$14756.50,$0.00,1,($131.70),-0.44%,$59.50,26.56%,,$0.35,$0.50
,Buy to Cover,6/10/2022 15:00,Trail_SX,$14821.50,,($130.00),$9315.80,,($164.50),15.40%,-58.04%,$0.35,$0.50
522,Sell Short,6/10/2022 16:00,BO_Short,$14730.50,$0.00,1,$430.30,1.47%,$540.00,88.02%,,$0.35,$0.50
,Buy to Cover,6/12/2022 23:00,% Trailing Stop,$14514.50,,$432.00,$9746.10,,($73.50),82.40%,70.42%,$0.35,$0.50
523,Sell Short,6/13/2022 03:00,BO_Short,$14480.75,$0.00,1,$251.80,0.88%,$253.50,83.39%,,$0.35,$0.50
,Buy to Cover,6/13/2022 05:00,% Trailing Stop,$14354.00,,$253.50,$9997.90,,($50.50),100.00%,83.39%,$0.35,$0.50
524,Sell Short,6/13/2022 07:00,BO_Short,$14380.50,$0.00,1,($143.70),-0.49%,$57.00,28.64%,,$0.35,$0.50
,Buy to Cover,6/13/2022 09:00,Trail_SX,$14451.50,,($142.00),$9854.20,,($142.00),0.00%,-71.36%,$0.35,$0.50
525,Sell Short,6/13/2022 13:00,BO_Short,$14303.75,$0.00,1,$244.80,0.86%,$246.50,50.67%,,$0.35,$0.50
,Buy to Cover,6/13/2022 15:00,% Trailing Stop,$14180.50,,$246.50,$10099.00,,($240.00),100.00%,50.67%,$0.35,$0.50
526,Sell Short,6/13/2022 16:00,BO_Short,$14191.25,$0.00,1,($184.20),-0.64%,$45.50,19.96%,,$0.35,$0.50
,Buy to Cover,6/13/2022 21:00,Trail_SX,$14282.50,,($182.50),$9914.80,,($182.50),0.00%,-80.04%,$0.35,$0.50
527,Sell Short,6/16/2022 07:00,BO_Short,$14189.50,$0.00,1,($138.70),-0.48%,$142.50,50.98%,,$0.35,$0.50
,Buy to Cover,6/16/2022 09:00,Trail_SX,$14258.00,,($137.00),$9776.10,,($137.00),0.00%,-49.02%,$0.35,$0.50
528,Sell Short,6/16/2022 11:00,BO_Short,$14132.50,$0.00,1,$315.80,1.12%,$317.50,99.69%,,$0.35,$0.50
,Buy to Cover,6/16/2022 15:00,% Trailing Stop,$13973.75,,$317.50,$10091.90,,($1.00),100.00%,99.69%,$0.35,$0.50
529,Sell Short,6/22/2022 05:00,BO_Short,$14206.75,$0.00,1,($100.70),-0.35%,$42.00,29.79%,,$0.35,$0.50
,Buy to Cover,6/22/2022 07:00,Trail_SX,$14256.25,,($99.00),$9991.20,,($99.00),0.00%,-70.21%,$0.35,$0.50
530,Buy,6/23/2022 09:00,BO_Long,$14544.25,$0.00,1,($251.70),-0.86%,$129.50,32.25%,,$0.35,$0.50
,Sell,6/23/2022 13:00,PosRiskLX,$14419.25,,($250.00),$9739.50,,($272.00),5.48%,-62.27%,$0.35,$0.50
531,Buy,6/23/2022 16:00,BO_Long,$14598.75,$0.00,1,$556.80,1.91%,$698.50,86.93%,,$0.35,$0.50
,Sell,6/24/2022 13:00,% Trailing Stop,$14878.00,,$558.50,$10296.30,,($105.00),82.58%,69.51%,$0.35,$0.50
532,Buy,6/24/2022 16:00,BO_Long,$15012.75,$0.00,1,($251.70),-0.83%,$230.50,47.97%,,$0.35,$0.50
,Sell,6/27/2022 09:00,PosRiskLX,$14887.75,,($250.00),$10044.60,,($250.00),0.00%,-52.03%,$0.35,$0.50
533,Sell Short,7/5/2022 11:00,BO_Short,$14313.25,$0.00,1,($248.70),-0.86%,$85.50,20.93%,,$0.35,$0.50
,Buy to Cover,7/5/2022 13:00,Trail_SX,$14436.75,,($247.00),$9795.90,,($323.00),18.60%,-60.47%,$0.35,$0.50
534,Buy,7/8/2022 13:00,BO_Long,$15053.75,$0.00,1,($251.70),-0.83%,$2.50,0.83%,,$0.35,$0.50
,Sell,7/10/2022 21:00,PosRiskLX,$14928.75,,($250.00),$9544.20,,($299.00),16.25%,-82.92%,$0.35,$0.50
535,Buy,7/19/2022 23:00,BO_Long,$15203.50,$0.00,1,$284.80,0.94%,$358.50,63.68%,,$0.35,$0.50
,Sell,7/20/2022 13:00,% Trailing Stop,$15346.75,,$286.50,$9829.00,,($204.50),87.21%,50.89%,$0.35,$0.50
536,Buy,7/21/2022 11:00,BO_Long,$15363.75,$0.00,1,$249.30,0.82%,$314.00,55.67%,,$0.35,$0.50
,Sell,7/21/2022 16:00,% Trailing Stop,$15489.25,,$251.00,$10078.30,,($250.00),88.83%,44.50%,$0.35,$0.50
537,Buy,7/27/2022 13:00,BO_Long,$15304.25,$0.00,1,$399.80,1.31%,$401.50,84.97%,,$0.35,$0.50
,Sell,7/27/2022 15:00,% Trailing Stop,$15505.00,,$401.50,$10478.10,,($71.00),100.00%,84.97%,$0.35,$0.50
538,Buy,7/27/2022 16:00,BO_Long,$15480.50,$0.00,1,($251.70),-0.81%,$3.50,1.38%,,$0.35,$0.50
,Sell,7/28/2022 05:00,PosRiskLX,$15355.50,,($250.00),$10226.40,,($250.00),0.00%,-98.62%,$0.35,$0.50
539,Buy,7/28/2022 13:00,BO_Long,$15529.75,$0.00,1,$451.80,1.46%,$567.00,87.37%,,$0.35,$0.50
,Sell,7/28/2022 19:00,% Trailing Stop,$15756.50,,$453.50,$10678.20,,($82.00),82.51%,69.88%,$0.35,$0.50
540,Buy,7/29/2022 15:00,BO_Long,$15791.00,$0.00,1,$290.30,0.92%,$365.50,71.04%,,$0.35,$0.50
,Sell,8/1/2022 13:00,% Trailing Stop,$15937.00,,$292.00,$10968.50,,($149.00),85.71%,56.75%,$0.35,$0.50
541,Buy,8/3/2022 11:00,BO_Long,$15980.50,$0.00,1,$310.30,0.98%,$390.50,78.18%,,$0.35,$0.50
,Sell,8/3/2022 16:00,% Trailing Stop,$16136.50,,$312.00,$11278.80,,($109.00),84.28%,62.46%,$0.35,$0.50
542,Buy,8/4/2022 07:00,BO_Long,$16161.25,$0.00,1,($251.70),-0.77%,$178.00,41.59%,,$0.35,$0.50
,Sell,8/5/2022 09:00,PosRiskLX,$16036.25,,($250.00),$11027.10,,($250.00),0.00%,-58.41%,$0.35,$0.50
543,Buy,8/8/2022 11:00,BO_Long,$16257.25,$0.00,1,($281.20),-0.86%,$55.00,12.35%,,$0.35,$0.50
,Sell,8/8/2022 13:00,PosRiskLX,$16117.50,,($279.50),$10745.90,,($390.50),24.92%,-62.74%,$0.35,$0.50
544,Buy,8/10/2022 16:00,BO_Long,$16259.00,$0.00,1,$289.30,0.89%,$291.00,85.97%,,$0.35,$0.50
,Sell,8/11/2022 11:00,% Trailing Stop,$16404.50,,$291.00,$11035.20,,($47.50),100.00%,85.97%,$0.35,$0.50
545,Buy,8/12/2022 16:00,BO_Long,$16444.75,$0.00,1,$255.80,0.78%,$257.50,60.59%,,$0.35,$0.50
,Sell,8/16/2022 15:00,% Trailing Stop,$16573.50,,$257.50,$11291.00,,($167.50),100.00%,60.59%,$0.35,$0.50
546,Sell Short,8/23/2022 19:00,BO_Short,$15755.75,$0.00,1,($27.20),-0.08%,$101.00,72.14%,,$0.35,$0.50
,Buy to Cover,8/23/2022 21:00,Trail_SX,$15768.50,,($25.50),$11263.80,,($39.00),9.64%,-18.21%,$0.35,$0.50
547,Sell Short,8/23/2022 23:00,BO_Short,$15719.75,$0.00,1,($72.70),-0.23%,$46.00,39.32%,,$0.35,$0.50
,Buy to Cover,8/24/2022 03:00,Trail_SX,$15755.25,,($71.00),$11191.10,,($71.00),0.00%,-60.68%,$0.35,$0.50
548,Sell Short,8/26/2022 13:00,BO_Short,$15679.00,$0.00,1,$660.30,2.11%,$824.50,98.62%,,$0.35,$0.50
,Buy to Cover,8/28/2022 23:00,Trail_SX,$15348.00,,$662.00,$11851.40,,($11.50),80.56%,79.19%,$0.35,$0.50
549,Sell Short,8/30/2022 13:00,BO_Short,$15210.00,$0.00,1,($5.20),-0.01%,$194.50,65.60%,,$0.35,$0.50
,Buy to Cover,8/30/2022 15:00,Trail_SX,$15211.75,,($3.50),$11846.20,,($102.00),33.22%,-1.18%,$0.35,$0.50
550,Sell Short,8/31/2022 16:00,BO_Short,$15147.25,$0.00,1,$251.30,0.84%,$259.00,81.70%,,$0.35,$0.50
,Buy to Cover,8/31/2022 21:00,% Trailing Stop,$15020.75,,$253.00,$12097.50,,($58.00),98.11%,79.81%,$0.35,$0.50
551,Sell Short,8/31/2022 23:00,BO_Short,$15039.25,$0.00,1,($43.20),-0.14%,$122.00,74.62%,,$0.35,$0.50
,Buy to Cover,9/1/2022 07:00,Trail_SX,$15060.00,,($41.50),$12054.30,,($41.50),0.00%,-25.38%,$0.35,$0.50
552,Sell Short,9/1/2022 13:00,BO_Short,$14908.25,$0.00,1,($136.20),-0.45%,$49.50,22.71%,,$0.35,$0.50
,Buy to Cover,9/1/2022 15:00,Trail_SX,$14975.50,,($134.50),$11918.10,,($168.50),15.60%,-61.70%,$0.35,$0.50
553,Sell Short,9/5/2022 09:00,BO_Short,$14936.75,$0.00,1,($121.70),-0.40%,$35.50,19.67%,,$0.35,$0.50
,Buy to Cover,9/5/2022 11:00,BO_SX,$14996.75,,($120.00),$11796.40,,($145.00),13.85%,-66.48%,$0.35,$0.50
554,Sell Short,9/6/2022 11:00,BO_Short,$14910.75,$0.00,1,($152.70),-0.51%,$231.00,54.04%,,$0.35,$0.50
,Buy to Cover,9/6/2022 13:00,Trail_SX,$14986.25,,($151.00),$11643.70,,($196.50),10.64%,-35.32%,$0.35,$0.50
555,Sell Short,9/6/2022 15:00,BO_Short,$14872.75,$0.00,1,($8.70),-0.02%,$170.50,58.69%,,$0.35,$0.50
,Buy to Cover,9/7/2022 03:00,Trail_SX,$14876.25,,($7.00),$11635.00,,($120.00),38.90%,-2.41%,$0.35,$0.50
556,Buy,9/12/2022 05:00,BO_Long,$15516.25,$0.00,1,$264.30,0.86%,$333.00,81.82%,,$0.35,$0.50
,Sell,9/13/2022 05:00,% Trailing Stop,$15649.25,,$266.00,$11899.30,,($74.00),83.54%,65.36%,$0.35,$0.50
557,Buy,9/13/2022 09:00,BO_Long,$15705.50,$0.00,1,($1054.70),-3.35%,$122.50,10.37%,,$0.35,$0.50
,Sell,9/13/2022 11:00,BO_LX,$15179.00,,($1053.00),$10844.60,,($1059.00),0.51%,-89.12%,$0.35,$0.50
558,Sell Short,9/21/2022 16:00,BO_Short,$14493.75,$0.00,1,$243.30,0.85%,$245.00,95.33%,,$0.35,$0.50
,Buy to Cover,9/21/2022 21:00,% Trailing Stop,$14371.25,,$245.00,$11087.90,,($12.00),100.00%,95.33%,$0.35,$0.50
559,Sell Short,9/21/2022 23:00,BO_Short,$14389.50,$0.00,1,($137.70),-0.47%,$15.50,10.23%,,$0.35,$0.50
,Buy to Cover,9/22/2022 03:00,Trail_SX,$14457.50,,($136.00),$10950.20,,($136.00),0.00%,-89.77%,$0.35,$0.50
560,Sell Short,9/22/2022 11:00,BO_Short,$14382.25,$0.00,1,($18.20),-0.06%,$164.00,62.48%,,$0.35,$0.50
,Buy to Cover,9/22/2022 13:00,Trail_SX,$14390.50,,($16.50),$10932.00,,($98.50),31.24%,-6.29%,$0.35,$0.50
561,Sell Short,9/22/2022 16:00,BO_Short,$14353.25,$0.00,1,$337.80,1.18%,$369.50,83.31%,,$0.35,$0.50
,Buy to Cover,9/23/2022 09:00,% Trailing Stop,$14183.50,,$339.50,$11269.80,,($74.00),93.24%,76.55%,$0.35,$0.50
562,Sell Short,9/23/2022 11:00,BO_Short,$14144.00,$0.00,1,($41.20),-0.14%,$250.00,63.21%,,$0.35,$0.50
,Buy to Cover,9/23/2022 16:00,Trail_SX,$14163.75,,($39.50),$11228.60,,($145.50),26.80%,-9.99%,$0.35,$0.50
563,Sell Short,9/26/2022 01:00,BO_Short,$14111.25,$0.00,1,($79.70),-0.28%,$129.00,62.32%,,$0.35,$0.50
,Buy to Cover,9/26/2022 03:00,Trail_SX,$14150.25,,($78.00),$11148.90,,($78.00),0.00%,-37.68%,$0.35,$0.50
564,Sell Short,9/27/2022 15:00,BO_Short,$14062.50,$0.00,1,($164.20),-0.58%,$36.00,16.44%,,$0.35,$0.50
,Buy to Cover,9/27/2022 16:00,Trail_SX,$14143.75,,($162.50),$10984.70,,($183.00),9.36%,-74.20%,$0.35,$0.50
565,Sell Short,9/28/2022 01:00,BO_Short,$14025.00,$0.00,1,($15.20),-0.05%,$186.00,66.07%,,$0.35,$0.50
,Buy to Cover,9/28/2022 07:00,Trail_SX,$14031.75,,($13.50),$10969.50,,($95.50),29.13%,-4.80%,$0.35,$0.50
566,Sell Short,9/29/2022 15:00,BO_Short,$13913.00,$0.00,1,($218.20),-0.78%,$62.50,21.33%,,$0.35,$0.50
,Buy to Cover,9/29/2022 16:00,Trail_SX,$14021.25,,($216.50),$10751.30,,($230.50),4.78%,-73.89%,$0.35,$0.50
567,Sell Short,9/30/2022 16:00,BO_Short,$13820.75,$0.00,1,$27.80,0.11%,$280.00,72.73%,,$0.35,$0.50
,Buy to Cover,10/2/2022 23:00,Trail_SX,$13806.00,,$29.50,$10779.10,,($105.00),34.94%,7.66%,$0.35,$0.50
568,Buy,10/6/2022 03:00,BO_Long,$14497.50,$0.00,1,($251.70),-0.86%,$0.00,0.00%,,$0.35,$0.50
,Sell,10/6/2022 05:00,PosRiskLX,$14372.50,,($250.00),$10527.40,,($250.00),0.00%,-100.00%,$0.35,$0.50
569,Sell Short,10/7/2022 13:00,BO_Short,$13977.50,$0.00,1,$320.80,1.15%,$322.50,90.97%,,$0.35,$0.50
,Buy to Cover,10/9/2022 19:00,% Trailing Stop,$13816.25,,$322.50,$10848.20,,($32.00),100.00%,90.97%,$0.35,$0.50
570,Sell Short,10/9/2022 21:00,BO_Short,$13826.50,$0.00,1,($82.20),-0.29%,$82.50,42.75%,,$0.35,$0.50
,Buy to Cover,10/10/2022 07:00,BO_SX,$13866.75,,($80.50),$10766.00,,($110.50),15.54%,-41.71%,$0.35,$0.50
571,Sell Short,10/13/2022 11:00,BO_Short,$13405.50,$0.00,1,($780.20),-2.90%,$37.00,3.58%,,$0.35,$0.50
,Buy to Cover,10/13/2022 13:00,BO_SX,$13794.75,,($778.50),$9985.80,,($997.00),21.13%,-75.29%,$0.35,$0.50
572,Buy,10/21/2022 15:00,BO_Long,$14081.75,$0.00,1,$380.80,1.36%,$382.50,91.40%,,$0.35,$0.50
,Sell,10/23/2022 19:00,% Trailing Stop,$14273.00,,$382.50,$10366.60,,($36.00),100.00%,91.40%,$0.35,$0.50
573,Buy,10/23/2022 21:00,BO_Long,$14242.25,$0.00,1,($251.70),-0.88%,$47.50,15.97%,,$0.35,$0.50
,Sell,10/24/2022 03:00,PosRiskLX,$14117.25,,($250.00),$10114.90,,($250.00),0.00%,-84.03%,$0.35,$0.50
574,Buy,10/24/2022 16:00,BO_Long,$14270.25,$0.00,1,$293.80,1.04%,$369.50,78.87%,,$0.35,$0.50
,Sell,10/25/2022 11:00,% Trailing Stop,$14418.00,,$295.50,$10408.70,,($99.00),84.20%,63.07%,$0.35,$0.50
575,Buy,10/25/2022 13:00,BO_Long,$14474.50,$0.00,1,($251.70),-0.86%,$97.00,27.95%,,$0.35,$0.50
,Sell,10/25/2022 16:00,PosRiskLX,$14349.50,,($250.00),$10157.00,,($250.00),0.00%,-72.05%,$0.35,$0.50
576,Buy,10/28/2022 16:00,BO_Long,$14375.00,$0.00,1,($251.70),-0.87%,$84.50,25.26%,,$0.35,$0.50
,Sell,10/31/2022 09:00,PosRiskLX,$14250.00,,($250.00),$9905.30,,($250.00),0.00%,-74.74%,$0.35,$0.50
577,Sell Short,11/2/2022 16:00,BO_Short,$13729.50,$0.00,1,($83.70),-0.30%,$76.50,48.26%,,$0.35,$0.50
,Buy to Cover,11/2/2022 21:00,Trail_SX,$13770.50,,($82.00),$9821.60,,($82.00),0.00%,-51.74%,$0.35,$0.50
578,Sell Short,11/3/2022 07:00,BO_Short,$13705.00,$0.00,1,$328.80,1.21%,$413.50,96.61%,,$0.35,$0.50
,Buy to Cover,11/3/2022 11:00,% Trailing Stop,$13539.75,,$330.50,$10150.40,,($14.50),80.61%,77.22%,$0.35,$0.50
579,Sell Short,11/3/2022 16:00,BO_Short,$13514.75,$0.00,1,($94.20),-0.34%,$63.50,40.71%,,$0.35,$0.50
,Buy to Cover,11/4/2022 01:00,Trail_SX,$13561.00,,($92.50),$10056.20,,($92.50),0.00%,-59.29%,$0.35,$0.50
580,Sell Short,11/4/2022 13:00,BO_Short,$13495.75,$0.00,1,($125.70),-0.46%,$85.50,32.26%,,$0.35,$0.50
,Buy to Cover,11/4/2022 15:00,Trail_SX,$13557.75,,($124.00),$9930.50,,($179.50),20.94%,-46.79%,$0.35,$0.50
581,Sell Short,11/9/2022 11:00,BO_Short,$13767.00,$0.00,1,$245.80,0.90%,$309.50,68.10%,,$0.35,$0.50
,Buy to Cover,11/9/2022 16:00,% Trailing Stop,$13643.25,,$247.50,$10176.30,,($145.00),86.36%,54.46%,$0.35,$0.50
582,Buy,11/11/2022 03:00,BO_Long,$14525.50,$0.00,1,($251.70),-0.86%,$84.00,25.15%,,$0.35,$0.50
,Sell,11/11/2022 09:00,PosRiskLX,$14400.50,,($250.00),$9924.60,,($250.00),0.00%,-74.85%,$0.35,$0.50
583,Buy,11/11/2022 15:00,BO_Long,$14634.00,$0.00,1,($251.70),-0.85%,$66.00,20.89%,,$0.35,$0.50
,Sell,11/14/2022 09:00,PosRiskLX,$14509.00,,($250.00),$9672.90,,($250.00),0.00%,-79.11%,$0.35,$0.50
584,Buy,11/14/2022 15:00,BO_Long,$14682.25,$0.00,1,($302.20),-1.02%,$13.00,3.83%,,$0.35,$0.50
,Sell,11/14/2022 16:00,PosRiskLX,$14532.00,,($300.50),$9370.70,,($326.50),7.66%,-88.51%,$0.35,$0.50
585,Buy,11/15/2022 09:00,BO_Long,$14705.00,$0.00,1,$324.30,1.11%,$326.00,98.34%,,$0.35,$0.50
,Sell,11/15/2022 09:00,% Trailing Stop,$14868.00,,$326.00,$9695.00,,($5.50),100.00%,98.34%,$0.35,$0.50
586,Buy,11/15/2022 11:00,BO_Long,$14820.75,$0.00,1,($251.70),-0.84%,$48.00,16.11%,,$0.35,$0.50
,Sell,11/15/2022 13:00,PosRiskLX,$14695.75,,($250.00),$9443.30,,($250.00),0.00%,-83.89%,$0.35,$0.50
587,Sell Short,11/22/2022 11:00,BO_Short,$14336.50,$0.00,1,($196.70),-0.68%,$12.50,5.35%,,$0.35,$0.50
,Buy to Cover,11/22/2022 13:00,BO_SX,$14434.00,,($195.00),$9246.60,,($221.00),11.13%,-83.51%,$0.35,$0.50
588,Sell Short,11/25/2022 11:00,BO_Short,$14593.25,$0.00,1,$206.30,0.71%,$292.00,85.38%,,$0.35,$0.50
,Buy to Cover,11/28/2022 03:00,Trail_SX,$14489.25,,$208.00,$9452.90,,($50.00),75.44%,60.82%,$0.35,$0.50
589,Sell Short,12/5/2022 13:00,BO_Short,$14638.00,$0.00,1,$67.30,0.24%,$205.00,80.23%,,$0.35,$0.50
,Buy to Cover,12/5/2022 16:00,Trail_SX,$14603.50,,$69.00,$9520.20,,($50.50),46.77%,27.01%,$0.35,$0.50
590,Sell Short,12/14/2022 23:00,BO_Short,$14517.25,$0.00,1,$254.80,0.88%,$321.00,89.92%,,$0.35,$0.50
